id.rownames	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	ensembl_gene_id	mgi_symbol	gene_biotype
ENSRNOG00000013271	1634.1304049579	-0.0121616381353933	0.0710129278889463	-0.171259494530521	0.86401972854928	0.999052541164828	ENSRNOG00000013271		protein_coding
ENSRNOG00000002229	786.767766933924	0.0358074914795937	0.0958921465341366	0.373414223935915	0.70884017470591	0.999052541164828	ENSRNOG00000002229		protein_coding
ENSRNOG00000002225	2235.02492435465	0.128192696558357	0.112994091495775	1.13450796286238	0.256581535487777	0.999052541164828	ENSRNOG00000002225		protein_coding
ENSRNOG00000014808	748.119704584899	-0.0159297275458766	0.176139184298606	-0.0904382951999549	0.927938926194288	0.999052541164828	ENSRNOG00000014808		protein_coding
ENSRNOG00000042916	966.104196305666	-0.0341524838876409	0.0554837860101595	-0.615539896311101	0.538198230068888	0.999052541164828	ENSRNOG00000042916		protein_coding
ENSRNOG00000046533	3227.16187605823	-0.0532477476906801	0.0490596754471735	-1.08536689664847	0.277759187880748	0.999052541164828	ENSRNOG00000046533		pseudogene
ENSRNOG00000005053	3850.02760672944	0.125405311058488	0.45526361493247	0.275456476083838	0.782965559874926	0.999052541164828	ENSRNOG00000005053		protein_coding
ENSRNOG00000030019	16905.7600015787	0.0307621687622847	0.135223613692809	0.227491101015595	0.820041888217319	0.999052541164828	ENSRNOG00000030019		protein_coding
ENSRNOG00000057806	2094.75645027845	-0.0506391276242434	0.0548410435918343	-0.923380087387385	0.355809165055122	0.999052541164828	ENSRNOG00000057806		protein_coding
ENSRNOG00000031766	153904.585806412	-0.414669712177904	0.11263677949107	-3.68147699225349	0.000231886717898848	0.063726686200747	ENSRNOG00000031766		protein_coding
ENSRNOG00000029813	725.162841911918	0.0421444877679781	0.090681828582919	0.464751190250221	0.642109645193041	0.999052541164828	ENSRNOG00000029813		protein_coding
ENSRNOG00000029810	1168.57289895085	-0.0312610797735833	0.268727930524511	-0.116329849720373	0.90739112954803	0.999052541164828	ENSRNOG00000029810		protein_coding
ENSRNOG00000038572	1001.26086361789	-0.118083684002211	0.0723594577292005	-1.63190393775655	0.102699724379096	0.999052541164828	ENSRNOG00000038572		protein_coding
ENSRNOG00000015540	2056.65936609532	-0.0594073073546173	0.0629573477291555	-0.94361197695604	0.345367969588294	0.999052541164828	ENSRNOG00000015540		protein_coding
ENSRNOG00000015544	8070.89843823746	-0.0690099066345824	0.0321791614875549	-2.1445526683867	0.0319886301033278	0.986751314309794	ENSRNOG00000015544		protein_coding
ENSRNOG00000011653	1846.39327640178	0.0353136955384755	0.106201101072424	0.332517226110428	0.739498734441559	0.999052541164828	ENSRNOG00000011653		protein_coding
ENSRNOG00000011652	1345.3106334201	-0.0435676904233811	0.157500432801071	-0.276619496521693	0.782072292600017	0.999052541164828	ENSRNOG00000011652		protein_coding
ENSRNOG00000011654	1112.09894627879	-0.0359353831842813	0.0935636823361431	-0.384074058299431	0.700923558164853	0.999052541164828	ENSRNOG00000011654		protein_coding
ENSRNOG00000011659	3868.97518342597	0.118903718651532	0.0782729910623596	1.5190900084143	0.128739841376084	0.999052541164828	ENSRNOG00000011659		protein_coding
ENSRNOG00000039197	1969.59675738622	0.0401621651114391	0.248003065356771	0.161942212503151	0.871351360760667	0.999052541164828	ENSRNOG00000039197		protein_coding
ENSRNOG00000016383	1437.85937586251	-0.101254735195345	0.0573226399536683	-1.76640041835451	0.0773286949703981	0.999052541164828	ENSRNOG00000016383		protein_coding
